model,elapsed_time,num_model_calls,error,domain_file,problem_file,plan_file,log_file,create_pddl_file_calls,read_pddl_file_calls,edit_lines_calls,domain_syntax_errors_calls,problem_syntax_mistakes_calls,translate_pddl_calls,generate_plan_calls,image_start,image_end,success
,,,,,,./data/sample_results/ring_and_peg/ring_and_peg_2/plan.pddl,,,,,,,,,plan_start.png,plan_end.png,false
